City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,spring hill,28.4769,-82.5255,288.61,81,0,0.45,US,1702951276
368,ajdabiya,30.7554,20.2263,286.64,77,21,4.42,LY,1702951276
369,nar'yan-mar,67.6713,53.087,261.54,93,98,6.71,RU,1702951277
370,guiuan,11.0333,125.7247,300.45,84,100,7.77,PH,1702951070
371,kerema,-7.9631,145.7785,303.16,67,44,2.46,PG,1702951278
372,gaspe,48.8334,-64.4819,285.27,94,100,14.4,CA,1702951278
373,opuwo,-18.0607,13.84,297.98,41,100,0.38,NA,1702951279
374,tofol,5.3248,163.0078,300.97,75,92,9.44,FM,1702951077
375,sengkang,-4.1279,120.0297,302.92,69,100,0.18,ID,1702951280
376,vila do maio,15.1333,-23.2167,296.59,67,33,7.82,CV,1702951280
377,cherbourg-octeville,49.6386,-1.6147,283.99,87,0,9.77,FR,1702951281
378,paita,-5.0892,-81.1144,295.13,82,73,6.16,PE,1702951282
379,turpan,42.9333,89.1667,263.57,49,0,1.44,CN,1702951282
380,suva,-18.1416,178.4415,301.86,79,40,6.17,FJ,1702951284
381,smithers,54.7804,-127.1743,269.33,93,100,1.03,CA,1702951285
382,coquimbo,-29.9533,-71.3436,289.0,88,100,3.09,CL,1702951018
383,gisborne,-38.6533,178.0042,297.95,59,81,2.3,NZ,1702951255
384,palu,-0.8917,119.8707,304.39,65,100,0.85,ID,1702951287
385,doma,8.3833,8.35,298.34,24,42,0.71,NG,1702951287
386,kabansk,52.0486,106.6528,252.4,96,100,3.27,RU,1702951288
387,kingston,17.997,-76.7936,299.68,76,20,10.8,JM,1702951068
388,st. thomas,42.7736,-81.1804,273.0,93,100,9.69,CA,1702951289
389,mariental,-24.6333,17.9667,296.23,20,79,4.49,NA,1702951289
390,oyem,1.5995,11.5793,293.47,95,100,1.07,GA,1702951289
391,oum hadjer,13.2954,19.6966,295.51,29,76,4.07,TD,1702951290
392,kailua-kona,19.6406,-155.9956,298.3,85,74,1.92,US,1702951190
393,litovel,49.7012,17.0762,275.27,79,15,0.62,CZ,1702951291
394,wynyard,-41.0,145.7167,292.21,38,6,4.79,AU,1702951291
395,rikaze,29.25,88.8833,272.5,26,0,0.5,CN,1702951292
396,atamyrat,37.8357,65.2106,276.4,78,41,3.93,TM,1702951292
397,weno,7.4515,151.8468,304.12,70,40,5.66,FM,1702951062
398,lata,40.1629,-8.3327,277.56,75,0,1.21,PT,1702951292
399,ilebo,-4.3167,20.5833,294.8,99,100,0.38,CD,1702951293
400,khuzdar,27.7384,66.6434,280.1,33,0,0.95,PK,1702951294
401,arendal,58.4615,8.7725,280.04,62,48,8.34,NO,1702951295
402,qamdo,31.1667,97.2333,265.48,55,7,1.21,CN,1702951295
403,manaure,11.7751,-72.4445,299.3,87,9,2.04,CO,1702951295
404,isla aguada,18.7833,-91.4667,296.38,58,3,4.66,MX,1702951295
405,mangai,-4.05,19.5333,294.35,98,100,0.62,CD,1702951296
406,hirara,24.8,125.2833,298.3,69,75,6.17,JP,1702951296
407,ketchikan,55.3422,-131.6461,279.14,85,100,1.55,US,1702951297
408,port saint john's,-31.6229,29.5448,293.7,86,100,3.74,ZA,1702951297
409,kodinsk,58.6881,99.1844,241.17,100,70,1.07,RU,1702951297
410,marsh harbour,26.5412,-77.0636,293.1,66,0,5.52,BS,1702951206
411,fort st. john,56.2499,-120.8529,269.09,80,75,1.54,CA,1702951212
412,gambiran satu,-8.3939,114.1464,302.45,50,26,2.84,ID,1702951298
413,amahai,-3.3333,128.9167,303.88,65,24,0.75,ID,1702951300
414,tanjung pinang,0.9167,104.45,301.17,79,100,3.26,ID,1702951301
415,mersing,2.4312,103.8405,298.1,94,40,3.6,MY,1702951301
416,dongsheng,39.8161,109.9776,252.49,89,8,4.12,CN,1702951301
417,trujillo,-8.116,-79.03,294.13,83,20,4.63,PE,1702951301
418,talakan,50.3167,130.3667,246.1,87,59,0.98,RU,1702951302
419,tanque verde,32.2517,-110.7373,295.24,21,100,1.34,US,1702951303
420,mumbwa,-14.9783,27.0619,292.04,98,100,2.11,ZM,1702951303
421,leninkent,42.9689,47.352,277.35,51,87,2.09,RU,1702951304
422,irymple,-34.25,142.1667,299.37,30,87,10.03,AU,1702951305
423,dolores,-36.3132,-57.6792,285.65,66,83,4.98,AR,1702951305
424,grand falls-windsor,48.9332,-55.6649,281.21,86,100,3.58,CA,1702951306
425,qaisumah,28.3112,46.1273,283.13,66,0,2.06,SA,1702951307
426,cozumel,20.5083,-86.9458,297.01,79,0,3.13,MX,1702951023
427,petropavlovsk-kamchatsky,53.0452,158.6483,269.48,83,75,6.0,RU,1702951308
428,konotop,51.2403,33.2026,274.29,100,100,3.06,UA,1702951309
429,southwick,42.0548,-72.7704,280.66,86,100,4.63,US,1702951309
430,wakema,16.6,95.1833,298.58,63,60,3.15,MM,1702951311
431,newman,37.3138,-121.0208,289.28,92,100,1.34,US,1702951311
432,morehead city,34.7229,-76.726,286.15,80,0,3.09,US,1702951013
433,hauterive,46.0901,3.4459,272.57,72,4,1.12,FR,1702951311
434,ciutadella,40.0011,3.8414,281.6,72,0,2.71,ES,1702951311
435,kosikha,53.3617,84.5822,252.32,81,100,3.57,RU,1702951312
436,salahonda,2.1019,-78.7217,299.18,89,100,3.78,CO,1702951312
437,sinop,41.7711,34.8709,277.37,72,97,2.82,TR,1702951312
438,ruidoso,33.3317,-105.673,279.96,38,0,0.0,US,1702951312
439,hobbs,32.7026,-103.136,282.07,57,0,3.09,US,1702951312
440,hutang,31.5333,119.4833,273.62,100,100,1.94,CN,1702951312
441,antofagasta,-23.65,-70.4,291.75,80,96,2.57,CL,1702951208
442,mbabane,-26.3167,31.1333,291.57,94,100,1.02,SZ,1702951313
443,saint-georges,12.0564,-61.7485,299.97,83,20,1.03,GD,1702951313
444,autazes,-3.5797,-59.1306,299.08,81,100,0.44,BR,1702951313
445,lospalos,-8.5186,127.0025,303.51,51,85,1.63,TL,1702951314
446,chaman,30.9236,66.4512,280.3,24,6,1.05,PK,1702951314
447,igarka,67.4667,86.5833,255.02,84,100,11.58,RU,1702951314
448,las varillas,-31.8721,-62.7195,287.77,95,100,6.04,AR,1702951315
449,den burg,53.0542,4.7972,283.14,99,100,7.72,NL,1702951315
450,lubsko,51.7847,14.972,279.77,57,88,5.75,PL,1702951315
451,soio,-6.1349,12.3689,299.37,88,100,1.66,AO,1702951056
452,labuan,5.2767,115.2417,303.35,79,20,0.0,MY,1702951315
453,sikonge,-5.6333,32.7667,292.27,85,83,1.15,TZ,1702951316
454,torbat-e heydariyeh,35.274,59.2195,276.07,69,100,3.03,IR,1702951316
455,arba minch,6.0333,37.55,292.03,62,78,1.69,ET,1702951316
456,oppdal,62.5943,9.6912,271.91,87,41,20.58,NO,1702951316
457,kapa'a,22.0752,-159.319,296.75,71,100,2.24,US,1702951317
458,florence,43.7667,11.25,282.85,77,0,0.51,IT,1702950694
459,the pas,53.8251,-101.2541,269.16,68,0,6.17,CA,1702951317
460,panaba,21.2833,-88.2667,295.81,50,95,4.99,MX,1702951275
461,bafq,31.6128,55.4107,280.37,37,66,0.34,IR,1702951317
462,susuman,62.7833,148.1667,239.06,100,98,0.62,RU,1702951317
463,mokopane,-24.1944,29.0097,294.66,67,100,2.25,ZA,1702951318
464,fukuecho,32.6881,128.8419,280.35,87,75,2.57,JP,1702951318
465,urangan,-25.3,152.9,300.47,61,7,2.76,AU,1702951318
466,kuanda,56.3161,116.0806,238.97,94,32,0.3,RU,1702951318
467,codrington,-38.2667,141.9667,290.28,48,18,6.83,AU,1702951318
468,beli,7.8587,10.9719,296.58,24,78,1.1,NG,1702951319
469,campbellton,48.0075,-66.6727,282.4,82,100,7.26,CA,1702951319
470,ulladulla,-35.35,150.4667,308.58,51,100,6.08,AU,1702951319
471,santa terezinha,-29.9002,-50.0904,296.18,92,100,4.22,BR,1702951319
472,chokwe,-24.5333,32.9833,296.33,94,2,1.8,MZ,1702951319
473,pokrovsk,48.282,37.1758,275.44,99,100,2.46,UA,1702951319
474,uyar,55.81,94.3153,237.62,100,27,1.63,RU,1702951319
475,ust'-barguzin,53.45,108.9833,252.05,99,100,2.88,RU,1702951320
476,eastham,41.8301,-69.9739,283.15,76,13,2.24,US,1702951320
477,copiapo,-27.3667,-70.3333,286.98,76,0,1.49,CL,1702951221
478,peterhead,57.5058,-1.7981,278.3,73,82,6.24,GB,1702951320
479,bardai,11.65,7.2333,292.34,25,100,3.54,NG,1702951321
480,kilju,40.9642,129.3278,267.82,72,81,0.5,KP,1702951321
481,beidaihehaibin,39.8222,119.5181,265.61,54,2,5.75,CN,1702951322
482,tromso,69.6496,18.957,272.16,80,97,3.09,NO,1702951322
483,thunder bay,48.4001,-89.3168,262.14,62,0,3.6,CA,1702951114
484,tataouine,32.9297,10.4518,284.32,85,87,2.05,TN,1702951323
485,san antonio de pale,-1.4014,5.6325,300.42,78,95,3.27,GQ,1702951323
486,okha,53.5739,142.9478,253.97,91,79,8.76,RU,1702951324
487,minas de marcona,-15.2119,-75.1103,290.37,81,75,3.99,PE,1702951324
488,zhob,31.3411,69.4481,278.35,31,0,0.46,PK,1702951325
489,salinopolis,-0.6136,-47.3561,299.61,86,33,3.87,BR,1702951325
490,mont-laurier,46.5501,-75.4993,274.94,96,100,4.34,CA,1702951323
491,island harbour,50.724,-1.2758,285.89,91,99,3.13,GB,1702951327
492,fall river,41.7015,-71.1551,283.17,80,28,2.68,US,1702951192
493,kolonia,50.9333,6.95,279.29,80,100,3.6,DE,1702951051
494,bang saphan,11.2126,99.5117,301.33,71,59,4.01,TH,1702951328
495,bam,29.106,58.357,283.93,27,96,0.54,IR,1702951328
496,miches,18.9836,-69.0476,296.79,90,49,2.27,DO,1702951329
497,nelson bay,-32.7167,152.15,305.18,75,93,3.58,AU,1702951329
498,praia,14.9215,-23.5087,296.45,73,20,6.69,CV,1702951329
499,talcahuano,-36.7167,-73.1167,287.97,67,0,5.66,CL,1702951291
500,westport,41.1415,-73.3579,281.58,72,6,0.45,US,1702951188
501,al hoceima,35.2433,-3.9309,280.72,81,40,2.06,MA,1702951330
502,miragoane,18.4423,-73.0876,298.41,85,98,2.49,HT,1702951331
503,newport,51.5877,-2.9984,286.21,95,100,6.56,GB,1702951331
504,bodo,67.28,14.405,278.17,75,100,6.69,NO,1702951331
505,kargasok,59.0556,80.8572,256.88,77,100,8.4,RU,1702951332
506,malabar,-33.9667,151.25,305.21,63,0,2.57,AU,1702951332
507,coaldale,49.7167,-112.6185,281.49,34,40,6.69,CA,1702951204
508,valley city,46.9233,-98.0032,267.44,79,0,7.2,US,1702951332
509,belyy yar,53.6039,91.3903,236.09,74,15,0.0,RU,1702951333
510,fauske,67.2588,15.3918,278.17,81,100,4.02,NO,1702951334
511,manokwari,-0.8667,134.0833,300.02,84,100,3.93,ID,1702951149
512,mpulungu,-8.7623,31.1141,295.26,88,97,1.92,ZM,1702951335
513,montepuez,-13.1256,38.9997,294.78,92,100,0.89,MZ,1702951335
514,ulverstone,-41.15,146.1667,295.22,49,4,5.41,AU,1702951335
515,daru,-9.0763,143.2092,302.72,75,90,1.64,PG,1702951336
516,urucara,-2.5364,-57.76,298.91,80,51,0.09,BR,1702951336
517,dzhambeyty,50.2536,52.595,270.52,97,100,3.9,KZ,1702951337
518,olyokminsk,60.3736,120.4264,244.88,92,100,2.69,RU,1702951337
519,porto novo,6.4965,2.6036,299.51,81,100,1.9,BJ,1702951338
520,tarawa,1.419,172.984,299.2,94,100,3.6,KI,1702951338
521,labrador city,52.9463,-66.9114,278.55,97,100,8.9,CA,1702951206
522,city of balikpapan,-1.242,116.8942,301.12,83,20,1.54,ID,1702951339
523,broome,42.2506,-75.833,276.42,85,40,4.12,US,1702951340
524,malango,-2.9627,119.9001,296.3,90,100,0.76,ID,1702951340
525,luganville,-15.5333,167.1667,302.01,76,60,3.07,VU,1702951340
526,bafoulabe,13.8065,-10.8321,293.05,17,65,3.41,ML,1702951341
527,san patricio,28.017,-97.5169,290.84,55,98,3.85,US,1702951341
528,margate,51.3813,1.3862,285.3,88,100,4.92,GB,1702951203
529,kone,-21.0595,164.8658,300.86,66,90,2.01,NC,1702951343
530,heyuan,23.7333,114.6833,284.28,65,78,3.56,CN,1702951343
531,birao,10.2849,22.7882,293.39,31,70,2.18,CF,1702951344
532,ilabaya,-17.4208,-70.5133,293.11,65,90,1.74,PE,1702951344
533,darnah,32.767,22.6367,288.15,69,43,3.09,LY,1702951344
534,melfort,52.8667,-104.6177,268.22,74,100,4.63,CA,1702951345
535,kalmunai,7.4167,81.8167,299.72,82,56,2.32,LK,1702951345
536,inarajan village,13.2736,144.7484,303.37,85,23,7.9,GU,1702951345
537,aswan,24.0934,32.907,290.76,45,0,2.57,EG,1702951346
538,nizhnyaya salda,58.0776,60.7202,260.37,96,67,2.46,RU,1702951346
539,ta`u,-14.2336,-169.5144,301.12,81,85,3.59,AS,1702951346
540,inirida,3.8653,-67.9239,297.03,95,100,0.78,CO,1702951347
541,puerto el triunfo,13.2833,-88.55,298.04,50,2,2.73,SV,1702951347
542,lubang,13.8584,120.124,300.52,81,100,9.29,PH,1702951348
543,bogandinskiy,56.8937,65.8938,263.3,95,97,2.7,RU,1702951348
544,galle,6.0367,80.217,298.34,87,86,0.92,LK,1702951348
545,broken hill,-31.95,141.4333,300.21,33,61,9.96,AU,1702951084
546,amga,60.8953,131.9608,234.29,100,100,0.67,RU,1702951068
547,usinsk,65.9939,57.5281,262.08,93,100,8.49,RU,1702951350
548,saint-joseph,-21.3667,55.6167,298.36,79,4,0.73,RE,1702951351
549,saeby,57.3319,10.5225,282.02,84,100,13.12,DK,1702951351
550,cacoal,-11.4386,-61.4472,300.04,68,100,0.94,BR,1702951352
551,nabire,-3.3667,135.4833,300.84,86,72,2.18,ID,1702951352
552,wuhai,39.6647,106.8122,258.22,70,4,2.36,CN,1702951353
553,somerset,40.5668,-74.5496,280.43,68,0,2.57,US,1702951242
554,aguada de pasajeros,22.385,-80.8508,291.34,76,0,2.68,CU,1702951353
555,luanda,-8.8368,13.2343,299.15,89,75,1.03,AO,1702951354
556,cobija,-11.0267,-68.7692,299.89,69,100,1.26,BO,1702951354
